list_title,sort_option,imdb_id,tmdb_id,movie_title,release_date,category,listOrder
Academy Award for Best Costume Design,Release Date (Descending),tt2278388,120467,The Grand Budapest Hotel,2014-02-26,Academy Awards,84
Academy Award for Best Costume Design,Release Date (Descending),tt1343092,64682,The Great Gatsby,2013-05-09,Academy Awards,83
Academy Award for Best Costume Design,Release Date (Descending),tt1781769,96724,Anna Karenina,2012-09-06,Academy Awards,82
Academy Award for Best Costume Design,Release Date (Descending),tt1655442,74643,The Artist,2011-10-12,Academy Awards,81
Academy Award for Best Costume Design,Release Date (Descending),tt1014759,12155,Alice in Wonderland,2010-03-03,Academy Awards,80
Academy Award for Best Costume Design,Release Date (Descending),tt0962736,18320,The Young Victoria,2009-03-04,Academy Awards,79
Academy Award for Best Costume Design,Release Date (Descending),tt0864761,12783,The Duchess,2008-09-05,Academy Awards,78
Academy Award for Best Costume Design,Release Date (Descending),tt0414055,4517,Elizabeth: The Golden Age,2007-09-09,Academy Awards,77
Academy Award for Best Costume Design,Release Date (Descending),tt0422720,1887,Marie Antoinette,2006-05-24,Academy Awards,76
Academy Award for Best Costume Design,Release Date (Descending),tt0397535,1904,Memoirs of a Geisha,2005-12-06,Academy Awards,75
Academy Award for Best Costume Design,Release Date (Descending),tt0338751,2567,The Aviator,2004-12-17,Academy Awards,74
Academy Award for Best Costume Design,Release Date (Descending),tt0167260,122,The Lord of the Rings: The Return of the King,2003-12-01,Academy Awards,73
Academy Award for Best Costume Design,Release Date (Descending),tt0299658,1574,Chicago,2002-12-10,Academy Awards,72
Academy Award for Best Costume Design,Release Date (Descending),tt0203009,824,Moulin Rouge!,2001-05-24,Academy Awards,71
Academy Award for Best Costume Design,Release Date (Descending),tt0172495,98,Gladiator,2000-05-04,Academy Awards,70
Academy Award for Best Costume Design,Release Date (Descending),tt0151568,46435,Topsy-Turvy,1999-12-15,Academy Awards,69
Academy Award for Best Costume Design,Release Date (Descending),tt0138097,1934,Shakespeare in Love,1998-12-11,Academy Awards,68
Academy Award for Best Costume Design,Release Date (Descending),tt0120338,597,Titanic,1997-11-18,Academy Awards,67
Academy Award for Best Costume Design,Release Date (Descending),tt0116209,409,The English Patient,1996-11-14,Academy Awards,66
Academy Award for Best Costume Design,Release Date (Descending),tt0114272,35196,Restoration,1995-12-29,Academy Awards,65
Academy Award for Best Costume Design,Release Date (Descending),tt0109045,2759,The Adventures of Priscilla, Queen of the Desert,Academy Awards,64
Academy Award for Best Costume Design,Release Date (Descending),tt0106226,10436,The Age of Innocence,1993-09-10,Academy Awards,63
Academy Award for Best Costume Design,Release Date (Descending),tt0103874,6114,Bram Stoker's Dracula,1992-11-13,Academy Awards,62
Academy Award for Best Costume Design,Release Date (Descending),tt0101516,10337,Bugsy,1991-12-10,Academy Awards,61
Academy Award for Best Costume Design,Release Date (Descending),tt0099334,11673,Cyrano de Bergerac,1990-03-28,Academy Awards,60
Academy Award for Best Costume Design,Release Date (Descending),tt0097499,10705,Henry V,1989-10-05,Academy Awards,59
Academy Award for Best Costume Design,Release Date (Descending),tt0094947,859,Dangerous Liaisons,1988-12-21,Academy Awards,58
Academy Award for Best Costume Design,Release Date (Descending),tt0093389,746,The Last Emperor,1987-10-04,Academy Awards,57
Academy Award for Best Costume Design,Release Date (Descending),tt0091867,11257,A Room with a View,1986-03-07,Academy Awards,56
Academy Award for Best Costume Design,Release Date (Descending),tt0089881,11645,Ran,1985-06-01,Academy Awards,55
Academy Award for Best Costume Design,Release Date (Descending),tt0086879,279,Amadeus,1984-09-19,Academy Awards,54
Academy Award for Best Costume Design,Release Date (Descending),tt0083922,5961,Fanny and Alexander,1982-12-17,Academy Awards,53
Academy Award for Best Costume Design,Release Date (Descending),tt0083987,783,Gandhi,1982-12-01,Academy Awards,52
Academy Award for Best Costume Design,Release Date (Descending),tt0082158,9443,Chariots of Fire,1981-05-15,Academy Awards,51
Academy Award for Best Costume Design,Release Date (Descending),tt0080009,11121,Tess,1979-10-06,Academy Awards,50
Academy Award for Best Costume Design,Release Date (Descending),tt0078754,16858,All That Jazz,1979-12-16,Academy Awards,49
Academy Award for Best Costume Design,Release Date (Descending),tt0077413,4192,Death on the Nile,1978-09-29,Academy Awards,48
Academy Award for Best Costume Design,Release Date (Descending),tt0076759,11,Star Wars,1977-05-25,Academy Awards,47
Academy Award for Best Costume Design,Release Date (Descending),tt0074291,42236,Fellini's Casanova,1976-12-10,Academy Awards,46
Academy Award for Best Costume Design,Release Date (Descending),tt0072684,3175,Barry Lyndon,1975-12-18,Academy Awards,45
Academy Award for Best Costume Design,Release Date (Descending),tt0071577,11034,The Great Gatsby,1974-03-27,Academy Awards,44
Academy Award for Best Costume Design,Release Date (Descending),tt0070735,9277,The Sting,1973-12-25,Academy Awards,43
Academy Award for Best Costume Design,Release Date (Descending),tt0069404,5183,Travels with My Aunt,1972-12-17,Academy Awards,42
Academy Award for Best Costume Design,Release Date (Descending),tt0067483,38646,Nicholas and Alexandra,1971-11-29,Academy Awards,41
Academy Award for Best Costume Design,Release Date (Descending),tt0065593,31675,Cromwell,1970-08-14,Academy Awards,40
Academy Award for Best Costume Design,Release Date (Descending),tt0064030,22522,Anne of the Thousand Days,1969-12-18,Academy Awards,39
Academy Award for Best Costume Design,Release Date (Descending),tt0063518,6003,Romeo and Juliet,1968-04-02,Academy Awards,38
Academy Award for Best Costume Design,Release Date (Descending),tt0061439,18978,Camelot,1967-10-25,Academy Awards,37
Academy Award for Best Costume Design,Release Date (Descending),tt0061184,396,Who's Afraid of Virginia Woolf?,1966-06-22,Academy Awards,36
Academy Award for Best Costume Design,Release Date (Descending),tt0060665,874,A Man for All Seasons,1966-12-13,Academy Awards,35
Academy Award for Best Costume Design,Release Date (Descending),tt0059084,24134,Darling,1965-08-03,Academy Awards,34
Academy Award for Best Costume Design,Release Date (Descending),tt0059113,907,Doctor Zhivago,1965-12-22,Academy Awards,33
Academy Award for Best Costume Design,Release Date (Descending),tt0058404,14703,The Night of the Iguana,1964-08-06,Academy Awards,32
Academy Award for Best Costume Design,Release Date (Descending),tt0058385,11113,My Fair Lady,1964-10-21,Academy Awards,31
Academy Award for Best Costume Design,Release Date (Descending),tt0056801,422,8½,1963-02-14,Academy Awards,30
Academy Award for Best Costume Design,Release Date (Descending),tt0056937,8095,Cleopatra,1963-06-12,Academy Awards,29
Academy Award for Best Costume Design,Release Date (Descending),tt0056687,10242,What Ever Happened to Baby Jane?,1962-10-31,Academy Awards,28
Academy Award for Best Costume Design,Release Date (Descending),tt0056700,28367,The Wonderful World of the Brothers Grimm,1962-08-07,Academy Awards,27
Academy Award for Best Costume Design,Release Date (Descending),tt0053779,439,La Dolce Vita,1960-02-05,Academy Awards,26
Academy Award for Best Costume Design,Release Date (Descending),tt0055614,1725,West Side Story,1961-12-13,Academy Awards,25
Academy Award for Best Costume Design,Release Date (Descending),tt0053810,39219,The Facts of Life,1960-11-14,Academy Awards,24
Academy Award for Best Costume Design,Release Date (Descending),tt0054331,967,Spartacus,1960-10-13,Academy Awards,23
Academy Award for Best Costume Design,Release Date (Descending),tt0053291,239,Some Like It Hot,1959-03-19,Academy Awards,22
Academy Award for Best Costume Design,Release Date (Descending),tt0052618,665,Ben-Hur,1959-11-18,Academy Awards,21
Academy Award for Best Costume Design,Release Date (Descending),tt0051658,17281,Gigi,1958-05-15,Academy Awards,20
Academy Award for Best Costume Design,Release Date (Descending),tt0050631,43232,Les Girls,1957-10-03,Academy Awards,19
Academy Award for Best Costume Design,Release Date (Descending),tt0049777,78331,The Solid Gold Cadillac,1956-08-22,Academy Awards,18
Academy Award for Best Costume Design,Release Date (Descending),tt0049408,16520,The King and I,1956-06-29,Academy Awards,17
Academy Award for Best Costume Design,Release Date (Descending),tt0048191,28575,I'll Cry Tomorrow,1955-12-25,Academy Awards,16
Academy Award for Best Costume Design,Release Date (Descending),tt0048316,53879,Love Is a Many-Splendored Thing,1955-08-18,Academy Awards,15
Academy Award for Best Costume Design,Release Date (Descending),tt0047437,6620,Sabrina,1954-09-10,Academy Awards,14
Academy Award for Best Costume Design,Release Date (Descending),tt0045935,43349,Gate of Hell,1953-10-30,Academy Awards,13
Academy Award for Best Costume Design,Release Date (Descending),tt0046250,804,Roman Holiday,1953-08-26,Academy Awards,12
Academy Award for Best Costume Design,Release Date (Descending),tt0046247,29912,The Robe,1953-09-16,Academy Awards,11
Academy Award for Best Costume Design,Release Date (Descending),tt0044391,32499,The Bad and the Beautiful,1952-12-25,Academy Awards,10
Academy Award for Best Costume Design,Release Date (Descending),tt0044926,10910,Moulin Rouge,1952-12-23,Academy Awards,9
Academy Award for Best Costume Design,Release Date (Descending),tt0043924,25673,A Place in the Sun,1951-06-12,Academy Awards,8
Academy Award for Best Costume Design,Release Date (Descending),tt0043278,2769,An American in Paris,1951-09-26,Academy Awards,7
Academy Award for Best Costume Design,Release Date (Descending),tt0042192,705,All About Eve,1950-11-09,Academy Awards,6
Academy Award for Best Costume Design,Release Date (Descending),tt0041838,29993,Samson and Delilah,1949-12-21,Academy Awards,5
Academy Award for Best Costume Design,Release Date (Descending),tt0041452,28571,The Heiress,1949-10-06,Academy Awards,4
Academy Award for Best Costume Design,Release Date (Descending),tt0040076,34233,Adventures of Don Juan,1948-12-24,Academy Awards,3
Academy Award for Best Costume Design,Release Date (Descending),tt0040416,23383,Hamlet,1948-12-10,Academy Awards,2
Academy Award for Best Costume Design,Release Date (Descending),tt0040491,43443,Joan of Arc,1948-12-22,Academy Awards,1
Academy Award for Best Original Screenplay,Release Date (Descending),tt17009710,915935,Anatomy of a Fall,2023-08-23,Academy Awards,82
Academy Award for Best Original Screenplay,Release Date (Descending),tt6710474,545611,Everything Everywhere All at Once,2022-03-24,Academy Awards,81
Academy Award for Best Original Screenplay,Release Date (Descending),tt12789558,777270,Belfast,2021-11-12,Academy Awards,80
Academy Award for Best Original Screenplay,Release Date (Descending),tt9620292,582014,Promising Young Woman,2020-12-13,Academy Awards,79
Academy Award for Best Original Screenplay,Release Date (Descending),tt6751668,496243,Parasite,2019-05-30,Academy Awards,78
Academy Award for Best Original Screenplay,Release Date (Descending),tt6966692,490132,Green Book,2018-11-16,Academy Awards,77
Academy Award for Best Original Screenplay,Release Date (Descending),tt5052448,419430,Get Out,2017-02-24,Academy Awards,76
Academy Award for Best Original Screenplay,Release Date (Descending),tt4034228,334541,Manchester by the Sea,2016-11-18,Academy Awards,75
Academy Award for Best Original Screenplay,Release Date (Descending),tt1895587,314365,Spotlight,2015-11-06,Academy Awards,74
Academy Award for Best Original Screenplay,Release Date (Descending),tt2562232,194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,Academy Awards,73
Academy Award for Best Original Screenplay,Release Date (Descending),tt1798709,152601,Her,2013-12-18,Academy Awards,72
Academy Award for Best Original Screenplay,Release Date (Descending),tt1853728,68718,Django Unchained,2012-12-25,Academy Awards,71
Academy Award for Best Original Screenplay,Release Date (Descending),tt1605783,59436,Midnight in Paris,2011-05-11,Academy Awards,70
Academy Award for Best Original Screenplay,Release Date (Descending),tt1504320,45269,The King's Speech,2010-11-26,Academy Awards,69
Academy Award for Best Original Screenplay,Release Date (Descending),tt0887912,12162,The Hurt Locker,2008-10-10,Academy Awards,68
Academy Award for Best Original Screenplay,Release Date (Descending),tt1013753,10139,Milk,2008-11-05,Academy Awards,67
Academy Award for Best Original Screenplay,Release Date (Descending),tt0467406,7326,Juno,2007-12-05,Academy Awards,66
Academy Award for Best Original Screenplay,Release Date (Descending),tt0449059,773,Little Miss Sunshine,2006-07-26,Academy Awards,65
Academy Award for Best Original Screenplay,Release Date (Descending),tt0375679,1640,Crash,2005-05-06,Academy Awards,64
Academy Award for Best Original Screenplay,Release Date (Descending),tt0338013,38,Eternal Sunshine of the Spotless Mind,2004-03-19,Academy Awards,63
Academy Award for Best Original Screenplay,Release Date (Descending),tt0335266,153,Lost in Translation,2003-09-18,Academy Awards,62
Academy Award for Best Original Screenplay,Release Date (Descending),tt0287467,64,Talk to Her,2002-03-15,Academy Awards,61
Academy Award for Best Original Screenplay,Release Date (Descending),tt0280707,5279,Gosford Park,2001-11-07,Academy Awards,60
Academy Award for Best Original Screenplay,Release Date (Descending),tt0181875,786,Almost Famous,2000-09-15,Academy Awards,59
Academy Award for Best Original Screenplay,Release Date (Descending),tt0169547,14,American Beauty,1999-09-15,Academy Awards,58
Academy Award for Best Original Screenplay,Release Date (Descending),tt0138097,1934,Shakespeare in Love,1998-12-11,Academy Awards,57
Academy Award for Best Original Screenplay,Release Date (Descending),tt0119217,489,Good Will Hunting,1997-12-05,Academy Awards,56
Academy Award for Best Original Screenplay,Release Date (Descending),tt0116282,275,Fargo,1996-03-08,Academy Awards,55
Academy Award for Best Original Screenplay,Release Date (Descending),tt0114814,629,The Usual Suspects,1995-07-19,Academy Awards,54
Academy Award for Best Original Screenplay,Release Date (Descending),tt0110912,680,Pulp Fiction,1994-09-10,Academy Awards,53
Academy Award for Best Original Screenplay,Release Date (Descending),tt0107822,713,The Piano,1993-05-18,Academy Awards,52
Academy Award for Best Original Screenplay,Release Date (Descending),tt0104036,11386,The Crying Game,1992-09-02,Academy Awards,51
Academy Award for Best Original Screenplay,Release Date (Descending),tt0103074,1541,Thelma & Louise,1991-05-24,Academy Awards,50
Academy Award for Best Original Screenplay,Release Date (Descending),tt0099653,251,Ghost,1990-07-13,Academy Awards,49
Academy Award for Best Original Screenplay,Release Date (Descending),tt0097165,207,Dead Poets Society,1989-06-02,Academy Awards,48
Academy Award for Best Original Screenplay,Release Date (Descending),tt0095953,380,Rain Man,1988-12-12,Academy Awards,47
Academy Award for Best Original Screenplay,Release Date (Descending),tt0093565,2039,Moonstruck,1987-12-16,Academy Awards,46
Academy Award for Best Original Screenplay,Release Date (Descending),tt0091167,5143,Hannah and Her Sisters,1986-02-07,Academy Awards,45
Academy Award for Best Original Screenplay,Release Date (Descending),tt0090329,9281,Witness,1985-02-08,Academy Awards,44
Academy Award for Best Original Screenplay,Release Date (Descending),tt0087921,13681,Places in the Heart,1984-09-11,Academy Awards,43
Academy Award for Best Original Screenplay,Release Date (Descending),tt0086423,42121,Tender Mercies,1983-03-04,Academy Awards,42
Academy Award for Best Original Screenplay,Release Date (Descending),tt0083987,783,Gandhi,1982-12-01,Academy Awards,41
Academy Award for Best Original Screenplay,Release Date (Descending),tt0082158,9443,Chariots of Fire,1981-05-15,Academy Awards,40
Academy Award for Best Original Screenplay,Release Date (Descending),tt0081150,38772,Melvin and Howard,1980-09-19,Academy Awards,39
Academy Award for Best Original Screenplay,Release Date (Descending),tt0078902,20283,Breaking Away,1979-05-24,Academy Awards,38
Academy Award for Best Original Screenplay,Release Date (Descending),tt0077362,31657,Coming Home,1978-02-15,Academy Awards,37
Academy Award for Best Original Screenplay,Release Date (Descending),tt0075686,703,Annie Hall,1977-04-19,Academy Awards,36
Academy Award for Best Original Screenplay,Release Date (Descending),tt0074958,10774,Network,1976-11-14,Academy Awards,35
Academy Award for Best Original Screenplay,Release Date (Descending),tt0072890,968,Dog Day Afternoon,1975-09-21,Academy Awards,34
Academy Award for Best Original Screenplay,Release Date (Descending),tt0071315,829,Chinatown,1974-06-20,Academy Awards,33
Academy Award for Best Original Screenplay,Release Date (Descending),tt0070735,9277,The Sting,1973-12-25,Academy Awards,32
Academy Award for Best Original Screenplay,Release Date (Descending),tt0068334,21711,The Candidate,1972-06-29,Academy Awards,31
Academy Award for Best Original Screenplay,Release Date (Descending),tt0067217,32082,The Hospital,1971-12-14,Academy Awards,30
Academy Award for Best Original Screenplay,Release Date (Descending),tt0066206,11202,Patton,1970-01-25,Academy Awards,29
Academy Award for Best Original Screenplay,Release Date (Descending),tt0064115,642,Butch Cassidy and the Sundance Kid,1969-09-23,Academy Awards,28
Academy Award for Best Original Screenplay,Release Date (Descending),tt0063462,30197,The Producers,1968-03-18,Academy Awards,27
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061735,1879,Guess Who's Coming to Dinner,1967-12-11,Academy Awards,26
Academy Award for Best Original Screenplay,Release Date (Descending),tt0061138,42726,A Man and a Woman,1966-05-27,Academy Awards,25
Academy Award for Best Original Screenplay,Release Date (Descending),tt0059084,24134,Darling,1965-08-03,Academy Awards,24
Academy Award for Best Original Screenplay,Release Date (Descending),tt0058092,30295,Father Goose,1964-12-10,Academy Awards,23
Academy Award for Best Original Screenplay,Release Date (Descending),tt0056085,11897,How the West Was Won,1962-11-02,Academy Awards,22
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055913,20271,Divorce Italian Style,1961-12-20,Academy Awards,21
Academy Award for Best Original Screenplay,Release Date (Descending),tt0055471,28569,Splendor in the Grass,1961-10-10,Academy Awards,20
Academy Award for Best Original Screenplay,Release Date (Descending),tt0053172,4952,Pillow Talk,1959-10-07,Academy Awards,19
Academy Award for Best Original Screenplay,Release Date (Descending),tt0051525,11414,The Defiant Ones,1958-08-14,Academy Awards,18
Academy Award for Best Original Screenplay,Release Date (Descending),tt0050306,33668,Designing Woman,1957-05-16,Academy Awards,17
Academy Award for Best Original Screenplay,Release Date (Descending),tt0048210,43318,Interrupted Melody,1955-05-05,Academy Awards,16
Academy Award for Best Original Screenplay,Release Date (Descending),tt0047296,654,On the Waterfront,1954-06-22,Academy Awards,15
Academy Award for Best Original Screenplay,Release Date (Descending),tt0046435,16535,Titanic,1953-04-11,Academy Awards,14
Academy Award for Best Original Screenplay,Release Date (Descending),tt0044829,32961,The Lavender Hill Mob,1951-06-28,Academy Awards,13
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043278,2769,An American in Paris,1951-09-26,Academy Awards,12
Academy Award for Best Original Screenplay,Release Date (Descending),tt0043014,599,Sunset Boulevard,1950-08-10,Academy Awards,11
Academy Award for Best Original Screenplay,Release Date (Descending),tt0041163,31623,Battleground,1949-11-09,Academy Awards,10
Academy Award for Best Original Screenplay,Release Date (Descending),tt0040897,3090,The Treasure of the Sierra Madre,1948-01-15,Academy Awards,9
Academy Award for Best Original Screenplay,Release Date (Descending),tt0039169,27437,The Bachelor and the Bobby-Soxer,1947-09-01,Academy Awards,8
Academy Award for Best Original Screenplay,Release Date (Descending),tt0038924,43495,The Seventh Veil,1945-10-18,Academy Awards,7
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037899,205685,Marie-Louise,1944-06-18,Academy Awards,6
Academy Award for Best Original Screenplay,Release Date (Descending),tt0037465,84084,Wilson,1944-08-01,Academy Awards,5
Academy Award for Best Original Screenplay,Release Date (Descending),tt0036277,33039,Princess O'Rourke,1943-10-23,Academy Awards,4
Academy Award for Best Original Screenplay,Release Date (Descending),tt0035567,20640,Woman of the Year,1942-02-05,Academy Awards,3
Academy Award for Best Original Screenplay,Release Date (Descending),tt0033467,15,Citizen Kane,1941-04-17,Academy Awards,2
Academy Award for Best Original Screenplay,Release Date (Descending),tt0032554,36495,The Great McGinty,1940-08-01,Academy Awards,1
Mood Boosters,Popularity,tt0454921,1402,The Pursuit of Happyness,2006-12-14,Thematic,1
Mood Boosters,Popularity,tt0211915,194,Amélie,2001-04-25,Thematic,2
Mood Boosters,Popularity,tt0109830,13,Forrest Gump,1994-06-23,Thematic,3
Mood Boosters,Popularity,tt1675434,77338,The Intouchables,2011-11-02,Thematic,4
Mood Boosters,Popularity,tt0449059,773,Little Miss Sunshine,2006-07-26,Thematic,5
Mood Boosters,Popularity,tt2278388,120467,The Grand Budapest Hotel,2014-02-26,Thematic,6
Mood Boosters,Popularity,tt0332379,1584,School of Rock,2003-10-03,Thematic,7
Mood Boosters,Popularity,tt1049413,14160,Up,2009-05-28,Thematic,8
Mood Boosters,Popularity,tt4468740,346648,Paddington 2,2017-11-09,Thematic,9
Mood Boosters,Popularity,tt3783958,313369,La La Land,2016-11-29,Thematic,10
Mood Boosters,Popularity,tt0249462,71,Billy Elliot,2000-09-28,Thematic,11
Mood Boosters,Popularity,tt0359950,116745,The Secret Life of Walter Mitty,2013-12-18,Thematic,12
Mood Boosters,Popularity,tt3544112,369557,Sing Street,2016-03-11,Thematic,13
Mood Boosters,Popularity,tt2883512,212778,Chef,2014-05-08,Thematic,14
Mood Boosters,Popularity,tt2980648,228194,The Hundred-Foot Journey,2014-08-06,Thematic,15
Mood Boosters,Popularity,tt1135503,24803,Julie & Julia,2009-08-06,Thematic,16
Mood Boosters,Popularity,tt0461770,4523,Enchanted,2007-11-20,Thematic,17
Mood Boosters,Popularity,tt0093779,2493,The Princess Bride,1987-09-25,Thematic,18
Mood Boosters,Popularity,tt0795421,11631,Mamma Mia!,2008-07-03,Thematic,19
Mood Boosters,Popularity,tt4698684,371645,Hunt for the Wilderpeople,2016-03-31,Thematic,20
Dark and Gritty,Popularity,tt0114369,807,Se7en,1995-09-22,Thematic,1
Dark and Gritty,Popularity,tt1392214,146233,Prisoners,2013-09-19,Thematic,2
Dark and Gritty,Popularity,tt2267998,210577,Gone Girl,2014-10-01,Thematic,3
Dark and Gritty,Popularity,tt0443706,1949,Zodiac,2007-03-02,Thematic,4
Dark and Gritty,Popularity,tt2872718,242582,Nightcrawler,2014-10-23,Thematic,5
Dark and Gritty,Popularity,tt1568346,65754,The Girl with the Dragon Tattoo,2011-12-14,Thematic,6
Dark and Gritty,Popularity,tt1132620,15472,The Girl with the Dragon Tattoo,2009-02-27,Thematic,7
Dark and Gritty,Popularity,tt0364569,670,Oldboy,2003-11-21,Thematic,8
Dark and Gritty,Popularity,tt0780504,64690,Drive,2011-09-15,Thematic,9
Dark and Gritty,Popularity,tt0477348,6977,No Country for Old Men,2007-06-13,Thematic,10
Dark and Gritty,Popularity,tt0327056,322,Mystic River,2003-03-03,Thematic,11
Dark and Gritty,Popularity,tt0401792,187,Sin City,2005-04-01,Thematic,12
Dark and Gritty,Popularity,tt0407887,1422,The Departed,2006-10-04,Thematic,13
Dark and Gritty,Popularity,tt3397884,273481,Sicario,2015-09-17,Thematic,14
Dark and Gritty,Popularity,tt0113277,949,Heat,1995-12-15,Thematic,15
Dark and Gritty,Popularity,tt0209144,77,Memento,2000-10-11,Thematic,16
Dark and Gritty,Popularity,tt0083658,78,Blade Runner,1982-06-25,Thematic,17
Dark and Gritty,Popularity,tt1856101,335984,Blade Runner 2049,2017-10-04,Thematic,18
Dark and Gritty,Popularity,tt0102926,274,The Silence of the Lambs,1991-02-14,Thematic,19
Inspiring Movies,Popularity,tt0111161,278,The Shawshank Redemption,1994-09-23,Thematic,1
Inspiring Movies,Popularity,tt0268978,453,A Beautiful Mind,2001-12-14,Thematic,2
Inspiring Movies,Popularity,tt0097165,207,Dead Poets Society,1989-06-02,Thematic,3
Inspiring Movies,Popularity,tt1010048,12405,Slumdog Millionaire,2008-11-12,Thematic,4
Inspiring Movies,Popularity,tt0075148,1366,Rocky,1976-11-20,Thematic,5
Inspiring Movies,Popularity,tt0119217,489,Good Will Hunting,1997-12-05,Thematic,6
Inspiring Movies,Popularity,tt0195685,462,Erin Brockovich,2000-03-17,Thematic,7
Inspiring Movies,Popularity,tt0210945,10637,Remember the Titans,2000-09-29,Thematic,8
Inspiring Movies,Popularity,tt0878804,22881,The Blind Side,2009-11-20,Thematic,9
Inspiring Movies,Popularity,tt2980516,266856,The Theory of Everything,2014-11-26,Thematic,10
Inspiring Movies,Popularity,tt1057500,22954,Invictus,2009-12-11,Thematic,11
Inspiring Movies,Popularity,tt0253474,423,The Pianist,2002-09-17,Thematic,12
Inspiring Movies,Popularity,tt0454876,87827,Life of Pi,2012-11-20,Thematic,13
Inspiring Movies,Popularity,tt0129290,10312,Patch Adams,1998-12-25,Thematic,14
Inspiring Movies,Popularity,tt0120689,497,The Green Mile,1999-12-10,Thematic,15
Inspiring Movies,Popularity,tt1542344,44115,127 Hours,2010-11-12,Thematic,16
Inspiring Movies,Popularity,tt0416212,12837,The Secret Life of Bees,2008-09-17,Thematic,17
Inspiring Movies,Popularity,tt0132477,13466,October Sky,1999-02-19,Thematic,18
Inspiring Movies,Popularity,tt1596346,43959,Soul Surfer,2011-04-08,Thematic,19
Inspiring Movies,Popularity,tt0120731,10376,The Legend of 1900,1998-10-28,Thematic,20
Tear Jerkers,Popularity,tt2582846,222935,The Fault in Our Stars,2014-05-16,Thematic,1
Tear Jerkers,Popularity,tt0822832,14306,Marley & Me,2008-12-25,Thematic,2
Tear Jerkers,Popularity,tt0102492,4032,My Girl,1991-11-27,Thematic,3
Tear Jerkers,Popularity,tt0281358,10229,A Walk to Remember,2002-01-25,Thematic,4
Tear Jerkers,Popularity,tt0120338,597,Titanic,1997-11-18,Thematic,5
Tear Jerkers,Popularity,tt0332280,11036,The Notebook,2004-06-25,Thematic,6
Tear Jerkers,Popularity,tt0203009,824,Moulin Rouge!,2001-05-24,Thematic,7
Tear Jerkers,Popularity,tt1028532,28178,Hachi: A Dog's Tale,2009-06-08,Thematic,8
Tear Jerkers,Popularity,tt1120985,46705,Blue Valentine,2010-12-26,Thematic,9
Tear Jerkers,Popularity,tt0405159,70,Million Dollar Baby,2004-12-15,Thematic,10
Tear Jerkers,Popularity,tt4034228,334541,Manchester by the Sea,2016-11-18,Thematic,11
Tear Jerkers,Popularity,tt0095327,12477,Grave of the Fireflies,1988-04-16,Thematic,12
Tear Jerkers,Popularity,tt2380307,354912,Coco,2017-10-27,Thematic,13
Tear Jerkers,Popularity,tt0454921,1402,The Pursuit of Happyness,2006-12-14,Thematic,14
Tear Jerkers,Popularity,tt3741834,334543,Lion,2016-11-24,Thematic,15
Tear Jerkers,Popularity,tt0120689,497,The Green Mile,1999-12-10,Thematic,16
Tear Jerkers,Popularity,tt0398808,1265,Bridge to Terabithia,2007-02-15,Thematic,17
Tear Jerkers,Popularity,tt0086425,11050,Terms of Endearment,1983-11-20,Thematic,18
Tear Jerkers,Popularity,tt1049413,14160,Up,2009-05-28,Thematic,19
Mind Benders,Popularity,tt1375666,27205,Inception,2010-07-15,Thematic,1
Mind Benders,Popularity,tt0133093,603,The Matrix,1999-03-31,Thematic,2
Mind Benders,Popularity,tt0209144,77,Memento,2000-10-11,Thematic,3
Mind Benders,Popularity,tt6723592,577922,Tenet,2020-08-22,Thematic,4
Mind Benders,Popularity,tt0338013,38,Eternal Sunshine of the Spotless Mind,2004-03-19,Thematic,5
Mind Benders,Popularity,tt0246578,141,Donnie Darko,2001-01-19,Thematic,6
Mind Benders,Popularity,tt0137523,550,Fight Club,1999-10-15,Thematic,7
Mind Benders,Popularity,tt0816692,157336,Interstellar,2014-11-05,Thematic,8
Mind Benders,Popularity,tt2397535,206487,Predestination,2014-08-28,Thematic,9
Mind Benders,Popularity,tt0482571,1124,The Prestige,2006-10-17,Thematic,10
Mind Benders,Popularity,tt1130884,11324,Shutter Island,2010-02-14,Thematic,11
Mind Benders,Popularity,tt0390384,14337,Primer,2004-10-08,Thematic,12
Mind Benders,Popularity,tt2866360,220289,Coherence,2013-09-19,Thematic,13
Mind Benders,Popularity,tt0166924,1018,Mulholland Drive,2001-06-06,Thematic,14
Mind Benders,Popularity,tt0120382,37165,The Truman Show,1998-06-04,Thematic,15
Mind Benders,Popularity,tt1856101,335984,Blade Runner 2049,2017-10-04,Thematic,16
Mind Benders,Popularity,tt0062622,62,2001: A Space Odyssey,1968-04-02,Thematic,17
Mind Benders,Popularity,tt2543164,329865,Arrival,2016-11-10,Thematic,18
Mind Benders,Popularity,tt0167404,745,The Sixth Sense,1999-08-06,Thematic,19
Mind Benders,Popularity,tt1371111,83542,Cloud Atlas,2012-10-26,Thematic,20
Mind Benders,Popularity,tt0259711,1903,Vanilla Sky,2001-12-14,Thematic,21
